2Years,age,30_59days,DebtRatio,90days,60_89days,MonthlyIncome,Dependents,Debt
No,70,0,0.018734999999999998,0,0,1280.0,0,23.9808
No,48,0,0.40512600000000004,0,0,8700.0,2,3524.5962000000004
No,47,0,0.970817,0,0,8600.0,0,8349.0262
No,60,1,0.160635,0,1,6492.0,0,1042.84242
No,45,0,0.19554000000000002,0,0,10672.0,3,2086.80288
No,64,0,1033.0,0,0,6452.263399231191,0,6665188.09140582
No,61,0,0.389193,1,1,4200.0,1,1634.6106
No,37,0,0.0,1,0,4000.0,1,0.0
No,62,0,3003.0,0,0,6452.263399231191,0,19376146.987891268
No,61,1,0.181315,0,0,2889.0,0,523.819035
No,55,0,1.0031729999999999,0,0,10400.0,0,10432.999199999998
No,68,0,0.023894,0,0,7867.0,1,187.974098
No,69,0,0.552258,0,0,3166.0,0,1748.448828
No,68,0,0.6164029999999999,0,0,6266.0,0,3862.3811979999996
No,78,0,0.0,0,0,3363.0,0,0.0
No,75,0,0.0052450000000000005,0,0,2287.0,0,11.995315000000002
No,40,0,0.707637,0,0,3050.0,0,2158.29285
No,56,0,1710.0,0,0,6452.263399231191,3,11033370.412685337
No,42,0,0.7610600000000001,0,0,4000.0,0,3044.2400000000002
No,51,0,0.225177,0,0,7331.0,0,1650.772587
No,62,0,0.261797,0,0,3750.0,0,981.73875
No,50,1,0.393366,0,0,7506.0,2,2952.605196
No,72,0,563.0,0,0,6452.263399231191,0,3632624.2937671607
No,62,0,0.164071,0,0,17333.0,2,2843.842643
No,32,1,0.342021,0,1,2800.0,0,957.6588
No,33,0,0.11138800000000001,0,0,4416.0,0,491.88940800000006
No,39,0,2020.0,0,0,6452.263399231191,0,13033572.066447007
No,61,0,0.255748,0,0,7350.0,0,1879.7477999999999
No,64,0,1763.0,0,0,6452.263399231191,0,11375340.37284459
No,70,0,0.476038,0,0,13082.0,0,6227.529116000001
No,47,0,0.525147,0,0,10000.0,3,5251.47
No,54,1,0.010444,0,0,1148.0,0,11.989712
No,40,0,0.31921,0,0,4200.0,6,1340.682
No,73,0,43.0,0,1,6452.263399231191,0,277447.3261669412
No,42,0,0.22803600000000002,0,0,23333.0,2,5320.763988000001
No,75,1,0.861025,0,0,4525.0,0,3896.1381250000004
No,76,0,0.18714,0,0,2083.0,0,389.81262
No,46,1,54.0,0,0,6452.263399231191,0,348422.22355848434
No,27,0,0.121432,0,0,6200.0,2,752.8783999999999
No,59,0,0.793263,0,0,4749.0,0,3767.2059870000003
No,79,0,0.003066,0,0,7500.0,1,22.995
No,57,0,0.4806,0,0,22550.0,0,10837.53
No,34,0,3284.0,0,0,6452.263399231191,0,21189233.00307523
No,40,1,0.42492399999999997,0,0,5600.0,3,2379.5744
No,39,0,0.387567,0,0,24000.0,1,9301.608
No,62,0,0.447247,0,0,6700.0,0,2996.5549
No,59,0,0.306141,0,0,5650.0,1,1729.69665
No,61,1,0.356023,0,0,10400.0,1,3702.6391999999996
No,51,0,0.021373,0,0,142000.0,4,3034.966
No,91,0,2966.0,0,0,6452.263399231191,0,19137413.242119715
No,43,0,0.351382,0,0,8753.0,4,3075.646646
No,60,0,0.509725,0,0,20000.0,1,10194.5
No,62,0,0.280069,0,0,10500.0,0,2940.7245000000003
No,46,0,0.35276,0,0,8132.0,0,2868.6443200000003
No,72,0,0.195956,0,0,4500.0,0,881.8019999999999
No,78,0,23.0,0,0,0.0,0,0.0
No,48,0,1110.0,0,0,6452.263399231191,0,7162012.373146622
No,42,0,1797.0,0,0,6452.263399231191,0,11594717.32841845
No,80,0,0.44737299999999997,2,0,5500.0,0,2460.5515
No,40,0,0.768027,0,0,8750.0,2,6720.23625
No,60,0,0.234252,0,0,7000.0,1,1639.764
No,64,0,665.0,0,0,6452.263399231191,1,4290755.160488742
No,53,3,0.777204,0,0,6000.0,0,4663.224
No,62,0,0.22720900000000002,0,0,1425.0,0,323.772825
No,64,0,0.002726,0,0,2200.0,0,5.9972
No,28,0,0.15378699999999998,0,0,2600.0,0,399.84619999999995
No,60,0,0.115008,0,0,5416.0,0,622.883328
No,40,0,0.617833,0,0,4900.0,1,3027.3817
No,47,0,0.19516,0,0,1900.0,0,370.804
No,76,0,0.009284,0,0,4200.0,0,38.9928
No,65,0,506.0,0,0,6452.263399231191,0,3264845.280010983
No,63,0,0.46331300000000003,0,0,4333.0,0,2007.535229
No,43,1,0.414117,0,0,5000.0,3,2070.585
No,68,1,0.21171500000000001,0,0,2833.0,0,599.788595
No,68,0,0.001208,0,0,20700.0,0,25.0056
No,41,0,0.22668200000000002,0,0,7000.0,1,1586.7740000000001
No,43,0,1808.5,0,0,1.0,2,1808.5
No,50,0,0.18559900000000001,0,0,9040.0,0,1677.8149600000002
No,77,0,621.0,0,0,6452.263399231191,0,4006855.57092257
No,45,0,0.62841,0,0,3885.0,0,2441.37285
No,46,0,0.002703,0,0,5179.0,1,13.998837
No,43,1,0.362625,1,1,8090.0,1,2933.63625
No,54,0,0.395606,0,0,5416.0,1,2142.602096
No,31,0,0.206168,0,0,1750.0,0,360.794
No,41,0,0.173583,0,0,10000.0,2,1735.83
No,54,0,0.354577,0,0,6291.0,3,2230.6439069999997
No,34,0,0.0,0,0,2796.0,1,0.0
No,50,0,0.271346,0,0,5000.0,2,1356.7299999999998
No,76,0,16.0,0,0,0.0,0,0.0
No,48,0,3092.0,0,0,6452.263399231191,3,19950398.430422843
No,43,0,0.6088100000000001,0,0,17525.0,3,10669.395250000001
No,62,0,0.0868,0,0,8916.0,0,773.9088
No,60,0,0.083479,0,0,4000.0,0,333.916
No,39,0,0.346729,0,0,7290.0,0,2527.65441
No,62,1,0.45650100000000005,0,1,2137.0,0,975.5426370000001
No,54,2,0.14882,0,0,12625.0,1,1878.8525000000002
No,57,0,22.0,0,0,6452.263399231191,0,141949.7947830862
No,64,0,0.352565,0,0,11560.0,3,4075.6514
No,32,0,0.000412,0,0,2425.0,1,0.9991
No,36,1,0.822058,0,0,3916.0,0,3219.1791279999998
No,55,0,0.236233,0,0,9333.0,4,2204.762589
No,36,0,0.382899,0,0,11250.0,2,4307.6137499999995
No,48,0,0.722007,0,0,7474.0,3,5396.280318
No,41,0,0.293827,0,0,7500.0,0,2203.7025
No,46,0,4340.0,0,0,6452.263399231191,2,28002823.15266337
No,27,0,672.0,0,0,6452.263399231191,0,4335921.00428336
No,31,0,57.0,0,0,6452.263399231191,0,367779.0137561779
No,29,0,0.001962,1,0,4076.0,0,7.997112
No,45,0,1.1864379999999999,0,0,6650.0,2,7889.8126999999995
No,40,0,3035.0,0,0,6452.263399231191,0,19582619.416666664
No,47,0,1176.0,0,0,6452.263399231191,0,7587861.757495881
No,55,0,1678.0,0,0,6452.263399231191,0,10826897.983909938
No,51,0,0.694084,0,0,8400.0,2,5830.305600000001
No,25,0,0.001173,0,0,2557.0,0,2.999361
No,75,0,0.300064,0,0,3115.0,0,934.69936
No,27,1,315.0,0,0,6452.263399231191,0,2032462.9707578253
No,68,0,0.069327,0,0,10500.0,0,727.9335
No,53,0,245.0,0,0,6452.263399231191,1,1580804.532811642
No,55,0,0.250188,0,0,27866.0,3,6971.738808000001
No,51,6,0.22221,1,0,8833.0,0,1962.78093
No,52,0,0.20967199999999997,0,0,8250.0,0,1729.7939999999996
No,27,1,0.514306,1,0,1432.0,0,736.4861920000001
No,72,0,0.152348,0,0,1745.0,0,265.84726
No,43,0,1.157946,0,0,3076.0,0,3561.841896
No,39,0,0.0,0,0,4636.0,0,0.0
No,34,0,0.218004,0,0,4898.0,4,1067.783592
No,40,0,0.16387000000000002,1,0,2800.0,0,458.83600000000007
No,82,0,7.0,0,0,6452.263399231191,0,45165.84379461834
No,65,1,0.258863,0,0,9900.0,0,2562.7437
No,47,0,4515.0,0,0,6452.263399231191,2,29131969.24752883
No,53,0,4136.0,0,0,6452.263399231191,4,26686561.419220205
No,39,0,0.637576,1,0,4800.0,3,3060.3648000000003
No,46,0,0.277067,0,0,9300.0,1,2576.7231
No,50,6,0.48474799999999996,0,1,3900.0,0,1890.5171999999998
No,40,0,0.245719,0,0,8000.0,0,1965.752
No,63,0,0.068866,0,0,8000.0,1,550.928
No,49,0,0.054702,0,0,11132.0,0,608.942664
No,47,0,0.384874,0,0,9532.0,1,3668.6189679999998
No,54,2,0.506075,1,0,6583.0,1,3331.4917250000003
No,43,0,0.648088,0,0,4287.0,2,2778.353256
No,27,0,0.138794,0,0,2917.0,0,404.862098
No,41,0,0.083723,0,0,22000.0,0,1841.9060000000002
No,56,0,0.351304,0,0,9700.0,0,3407.6488
No,35,0,1119.5,0,0,1.0,3,1119.5
No,70,0,2104.0,0,0,6452.263399231191,0,13575562.191982426
No,56,0,0.332958,0,0,8000.0,2,2663.6639999999998
No,66,0,1.044146,0,0,2083.0,0,2174.956118
No,30,1,0.9529799999999999,0,0,2700.0,0,2573.046
No,57,0,0.408125,0,0,5316.0,1,2169.5925
No,59,0,0.34012,0,0,5500.0,0,1870.6599999999999
No,43,0,0.470825,0,0,6700.0,1,3154.5275
No,36,0,0.6983659999999999,0,0,4100.0,0,2863.3005999999996
No,38,1,0.516247,0,0,6000.0,3,3097.482
No,53,0,0.47226,0,1,5100.0,2,2408.526
No,66,0,1343.0,0,0,6452.263399231191,0,8665389.74516749
No,48,0,0.0,0,0,6452.263399231191,0,0.0
No,42,0,0.005856,0,0,7000.0,2,40.992
No,62,0,0.278723,0,0,939.0,0,261.720897
No,81,0,0.0,0,0,6452.263399231191,0,0.0
No,57,0,0.335115,0,0,10100.0,3,3384.6615
No,39,0,0.086845,0,0,7000.0,2,607.9150000000001
No,31,0,0.204318,0,0,2500.0,0,510.795
No,38,0,0.655537,0,0,5300.0,1,3474.3461
No,30,0,1702.0,0,0,6452.263399231191,0,10981752.305491487
No,41,0,0.320922,0,0,12837.0,3,4119.675714
No,69,0,0.201043,0,0,25700.0,0,5166.8051
No,54,0,0.393468,0,0,4500.0,0,1770.606
No,78,0,0.09010900000000001,0,0,3750.0,0,337.90875000000005
No,41,0,3315.0,0,0,6452.263399231191,2,21389253.1684514
No,43,0,4161.0,0,0,6452.263399231191,0,26847868.004200988
No,43,0,0.345258,0,0,10342.0,5,3570.658236
No,55,0,0.086814,0,0,3040.0,1,263.91456
No,34,0,0.558008,0,0,5300.0,1,2957.4424
No,52,0,0.354829,0,0,19600.0,2,6954.6484
No,62,0,0.737052,0,0,9518.0,1,7015.260936000001
No,55,1,23.0,0,0,6452.263399231191,1,148402.05818231739
No,40,0,0.32869899999999996,0,0,6400.0,2,2103.6735999999996
No,59,0,1379.0,0,0,6452.263399231191,0,8897671.227539813
No,48,2,0.400789,2,0,3547.0,1,1421.598583
No,47,0,3268.0,0,0,6452.263399231191,2,21085996.788687535
No,57,1,0.48020799999999997,0,0,2500.0,0,1200.52
No,71,0,0.40124,0,0,2419.0,0,970.59956
No,30,0,1.548117,0,0,2150.0,0,3328.4515499999998
No,53,0,0.38059699999999996,0,0,4153.0,2,1580.6193409999998
No,59,0,0.309589,0,0,6246.0,0,1933.692894
No,62,0,1499.0,0,0,6452.263399231191,0,9671942.835447555
No,42,0,0.2917,0,0,6300.0,2,1837.71
No,49,1,0.48659300000000005,0,0,6339.0,0,3084.5130270000004
No,51,1,0.512074,0,0,6666.0,2,3413.4852840000003
No,59,0,0.292006,0,0,6016.0,0,1756.7080959999998
No,26,0,0.253025,0,0,1900.0,0,480.7475
No,45,0,148.0,0,0,6452.263399231191,0,954934.9830862163
No,87,0,0.002777,0,0,5400.0,0,14.9958
No,44,0,0.23908400000000002,2,0,16466.0,0,3936.757144
No,57,0,0.14214300000000002,0,0,4600.0,1,653.8578000000001
No,55,0,0.387329,0,0,14000.0,3,5422.606
No,68,0,0.312181,0,0,3718.0,1,1160.688958
No,39,0,0.019754,0,0,6833.0,1,134.979082
No,45,1,0.5041479999999999,0,0,4700.0,2,2369.4955999999997
No,78,0,0.36134,0,0,5581.0,0,2016.63854
No,77,0,1986.0,0,0,6452.263399231191,0,12814195.110873146
No,44,0,3.7629050000000004,0,0,1142.0,2,4297.237510000001
No,71,0,0.387885,0,0,3152.0,0,1222.6135199999999
No,68,0,0.531039,0,0,4300.0,0,2283.4677
No,70,0,0.272715,0,0,15000.0,1,4090.725
No,42,0,0.227935,0,0,3500.0,0,797.7725
No,40,2,0.096074,0,1,4100.0,2,393.90340000000003
No,40,0,0.39727399999999996,0,0,7996.0,1,3176.602904
No,69,0,0.02049,0,0,2000.0,0,40.980000000000004
No,41,0,0.25958200000000003,0,0,5400.0,3,1401.7428000000002
No,30,2,0.0023469999999999997,0,0,3833.0,0,8.996051
No,67,0,0.199641,0,0,14500.0,0,2894.7945
No,42,0,0.079874,0,0,11705.0,4,934.92517
No,64,1,64.0,0,0,6452.263399231191,0,412944.85755079624
No,80,0,0.716395,0,0,2640.0,0,1891.2828
No,38,0,0.709842,0,0,4500.0,2,3194.2889999999998
No,61,0,0.224031,0,0,4668.0,0,1045.776708
No,33,0,0.191294,0,0,5650.0,1,1080.8111
No,56,0,2135.0,0,0,6452.263399231191,5,13775582.357358593
No,63,1,0.0075959999999999995,1,0,1842.0,1,13.991831999999999
No,67,1,0.18776199999999998,0,0,5000.0,0,938.81
No,48,1,0.636908,0,0,4345.0,0,2767.36526
No,27,0,0.021025,0,0,760.0,0,15.979
No,59,0,0.253375,0,0,5406.0,0,1369.7452500000002
No,45,0,0.93081,0,0,11200.0,0,10425.072
No,52,3,0.427592,0,0,2333.0,2,997.5721360000001
No,48,0,0.053894000000000004,0,0,6920.0,3,372.94648
No,32,0,0.456459,0,0,2755.0,0,1257.544545
No,42,0,0.7889470000000001,0,0,4595.0,1,3625.2114650000003
No,45,1,0.326667,0,0,8200.0,1,2678.6693999999998
No,59,3,389.0,0,0,6452.263399231191,0,2509930.4623009334
No,38,0,0.31616700000000003,0,0,5300.0,2,1675.6851000000001
No,24,0,0.127254,0,0,2883.0,0,366.873282
No,75,0,0.30079,0,0,52667.0,0,15841.70693
No,25,0,0.23538,0,1,2051.0,0,482.76438
No,80,0,0.007498,0,0,4000.0,1,29.992
No,56,0,0.382254,0,0,4755.0,0,1817.6177699999998
No,54,0,2514.0,0,0,6452.263399231191,1,16220990.185667215
No,50,0,0.520638,0,0,10150.0,1,5284.475700000001
No,38,0,0.209416,0,0,5500.0,0,1151.788
No,43,0,0.0046240000000000005,0,0,8000.0,1,36.992000000000004
No,34,0,0.280673,0,0,8500.0,2,2385.7205
No,78,0,0.0,0,0,6452.263399231191,0,0.0
No,53,0,0.44218999999999997,0,0,4583.0,1,2026.55677
No,39,0,0.25759299999999996,3,1,2600.0,1,669.7417999999999
No,32,2,0.213344,0,0,11000.0,0,2346.784
No,41,0,0.315996,0,0,4844.0,0,1530.684624
No,33,1,0.16030999999999998,0,0,3617.0,3,579.8412699999999
No,43,0,2100.0,0,0,6452.263399231191,0,13549753.1383855
No,76,0,437.0,0,0,0.0,0,0.0
No,48,1,8.0,0,0,6452.263399231191,0,51618.10719384953
No,54,0,19.0,0,0,6452.263399231191,0,122593.00458539263
No,48,0,0.32455,0,0,3832.0,2,1243.6756
No,46,1,0.5357390000000001,0,0,11667.0,0,6250.466913000001
No,58,0,0.422001,0,0,12480.0,3,5266.57248
No,41,0,0.224106,0,0,4894.0,0,1096.774764
No,56,0,0.012821,0,0,4445.0,2,56.989345
No,60,0,0.475393,0,0,5973.0,3,2839.522389
No,34,1,0.731554,0,0,3333.0,0,2438.269482
No,57,0,0.48911099999999996,0,0,2800.0,0,1369.5107999999998
No,34,0,0.264355,0,0,9055.0,1,2393.734525
No,64,1,2692.0,0,0,6452.263399231191,0,17369493.070730366
No,61,1,3404.0,0,0,6452.263399231191,0,21963504.610982973
No,61,0,686.0,0,0,6452.263399231191,0,4426252.691872597
No,78,0,916.0,0,0,6452.263399231191,0,5910273.273695772
No,39,0,0.40069299999999997,0,0,3750.0,2,1502.5987499999999
No,67,6,1.520753,0,0,1806.0,0,2746.479918
No,41,0,592.0,0,0,6452.263399231191,0,3819739.932344865
No,65,0,0.086203,0,0,4500.0,1,387.9135
No,84,0,753.0,0,0,6452.263399231191,0,4858554.339621087
No,30,0,0.31878,0,0,6000.0,0,1912.68
No,30,0,0.641474,0,0,1600.0,0,1026.3584
No,46,0,0.356173,0,0,9500.0,0,3383.6435
No,30,0,0.393471,0,0,2909.0,0,1144.607139
No,34,0,0.27138,0,0,5600.0,0,1519.728
No,56,0,0.311494,0,0,6333.0,0,1972.691502
No,63,0,0.172975,0,0,9035.0,0,1562.829125
No,40,2,0.139772,0,0,3333.0,0,465.86007600000005
No,55,0,0.274917,0,0,11457.0,4,3149.7240690000003
No,69,0,0.172525,0,0,13000.0,0,2242.8250000000003
No,48,0,0.403808,0,0,4516.0,2,1823.596928
No,26,0,607.0,0,0,6452.263399231191,0,3916523.883333333
No,35,1,0.143671,0,0,12458.0,0,1789.853318
No,59,1,0.27129200000000003,0,0,18750.0,2,5086.725
No,54,1,0.134701,0,0,10578.0,1,1424.867178
No,57,0,0.300284,0,1,9500.0,0,2852.698
No,29,0,0.130574,0,0,5000.0,2,652.87
No,38,1,0.16178900000000002,0,0,9771.0,3,1580.8403190000001
No,73,0,0.399404,0,0,5700.0,0,2276.6028
No,66,0,0.172155,0,0,5860.0,0,1008.8283
No,60,0,0.528454,0,0,5833.0,0,3082.472182
No,76,0,3261.0,0,0,6452.263399231191,1,21040830.944892913
No,39,0,0.484649,0,0,8500.0,4,4119.5165
No,61,0,0.633347,0,0,2500.0,0,1583.3675
No,63,1,1.145219,0,0,4716.0,1,5400.852804
No,48,2,0.272727,0,0,5400.0,1,1472.7258
No,66,0,0.226452,0,0,7590.0,0,1718.7706799999999
No,55,0,0.336807,0,0,9500.0,0,3199.6665000000003
No,51,0,0.279276,0,0,9008.0,1,2515.7182080000002
No,55,0,1604.0,0,0,6452.263399231191,0,10349430.49236683
No,67,0,872.0,0,0,6452.263399231191,0,5626373.684129599
No,58,0,0.361269,0,0,10750.0,0,3883.6417500000002
No,47,0,0.062149,0,0,10683.0,1,663.937767
No,87,0,685.0,0,0,6452.263399231191,0,4419800.428473366
No,51,0,0.333521,0,0,5333.0,0,1778.6674930000001
No,67,1,0.8650559999999999,0,0,2400.0,1,2076.1344
No,53,1,0.424598,0,0,11000.0,1,4670.5779999999995
No,55,0,0.12430999999999999,0,0,4166.0,1,517.87546
No,89,0,0.288053,0,0,1648.0,0,474.711344
No,79,1,2.0,0,0,6452.263399231191,0,12904.526798462382
No,57,0,0.070923,0,0,6217.0,0,440.928291
No,55,0,0.234692,0,0,17000.0,2,3989.764
No,48,0,1.101559,0,0,2500.0,1,2753.8975
No,69,0,903.0,0,0,6452.263399231191,0,5826393.849505765
No,55,0,0.198126,0,0,6828.0,0,1352.804328
No,64,1,2066.0,0,0,6452.263399231191,0,13330376.18281164
No,36,0,1112.0,0,0,6452.263399231191,0,7174916.899945085
No,85,0,5.0,0,0,6452.263399231191,0,32261.316996155954
No,74,0,2636.0,0,0,6452.263399231191,0,17008166.32037342
No,36,0,0.290464,0,0,8000.0,2,2323.712
No,68,0,0.276552,0,0,11100.0,0,3069.7272000000003
No,50,0,0.31124,0,0,6200.0,2,1929.688
No,34,0,0.293941,0,0,5000.0,0,1469.705
No,51,0,0.129224,0,0,7900.0,2,1020.8696
No,45,0,0.162399,0,0,4100.0,4,665.8358999999999
No,41,0,0.311774,0,0,5333.0,0,1662.690742
No,75,0,0.001941,0,0,6182.0,0,11.999262
No,42,0,1185.0,0,0,6452.263399231191,0,7645932.128088961
No,88,0,4.0,0,0,6452.263399231191,0,25809.053596924765
No,68,0,84.0,0,0,6452.263399231191,0,541990.12553542
No,40,0,0.271484,0,0,9867.0,0,2678.732628
No,68,0,1.402659,0,0,3384.0,0,4746.598056000001
No,50,0,0.053011,0,0,14166.0,0,750.953826
No,59,0,701.0,0,0,6452.263399231191,0,4523036.642861065
No,39,0,0.35446500000000003,0,0,10000.0,2,3544.65
No,65,0,709.0,0,0,6452.263399231191,0,4574654.7500549145
No,28,0,0.550322,0,0,2950.0,2,1623.4498999999998
No,57,0,0.271027,0,0,8500.0,3,2303.7295000000004
No,47,0,0.513282,0,0,3500.0,2,1796.487
No,81,0,0.011198,0,0,6250.0,0,69.9875
No,66,0,3417.0,0,0,6452.263399231191,0,22047384.03517298
No,42,0,0.745106,0,0,2400.0,0,1788.2544
No,40,0,0.183151,0,0,5388.0,0,986.817588
No,30,1,0.0779,0,0,4800.0,0,373.91999999999996
No,28,0,0.269202,0,0,6600.0,0,1776.7332
No,49,0,0.005249,0,0,4000.0,0,20.996000000000002
No,62,0,0.698782,0,0,5500.0,1,3843.301
No,40,0,0.304664,0,0,5917.0,0,1802.696888
No,41,0,0.37917199999999995,0,0,6500.0,3,2464.6179999999995
No,39,0,0.60845,0,0,9916.0,3,6033.390200000001
No,67,3,0.339445,0,2,10416.0,0,3535.65912
No,47,0,0.45577399999999996,0,0,3108.0,0,1416.545592
No,38,0,0.712747,0,0,2878.0,0,2051.285866
No,66,0,0.540143,0,0,5853.0,0,3161.456979
No,41,0,0.521942,0,0,3850.0,5,2009.4767000000002
No,56,0,0.43865200000000004,0,0,4775.0,1,2094.5633000000003
No,74,0,0.15748800000000002,0,0,3885.0,0,611.8408800000001
No,22,0,68.0,0,0,6452.263399231191,0,438753.911147721
No,25,0,29.0,0,0,6452.263399231191,0,187115.63857770455
No,69,0,0.003482,0,0,2584.0,0,8.997487999999999
No,46,0,4763.0,0,0,6452.263399231191,0,30732130.570538163
No,46,1,0.324534,0,1,12500.0,0,4056.6749999999997
No,28,0,585.0,0,0,6452.263399231191,0,3774574.088550247
No,71,0,3597.0,0,0,6452.263399231191,0,23208791.447034594
No,67,0,4686.0,0,0,6452.263399231191,2,30235306.288797364
No,58,0,3268.0,0,0,6452.263399231191,1,21085996.788687535
No,28,0,0.196189,0,0,3200.0,0,627.8048
No,64,0,1197.0,0,0,6452.263399231191,0,7723359.288879736
No,24,0,0.679739,0,0,764.0,0,519.320596
No,45,0,0.5183300000000001,0,0,8264.0,2,4283.479120000001
No,63,0,0.47324399999999994,0,0,2391.0,3,1131.526404
No,69,0,935.0,0,0,6452.263399231191,0,6032866.278281163
No,42,0,0.352961,0,0,8949.0,2,3158.647989
No,53,0,0.188961,0,0,2481.0,0,468.812241
No,64,0,0.363629,0,0,12487.0,0,4540.6353229999995
No,72,0,3152.0,0,0,6452.263399231191,0,20337534.234376714
No,61,0,0.0,0,0,6452.263399231191,0,0.0
No,44,0,0.08406,0,0,8600.0,4,722.9159999999999
No,63,0,0.07562999999999999,0,0,9519.0,0,719.9219699999999
No,46,0,0.6494850000000001,0,0,3200.0,2,2078.3520000000003
No,57,0,0.46371999999999997,0,0,7193.0,0,3335.5379599999997
No,52,0,0.12997899999999998,0,0,6300.0,0,818.8676999999999
No,67,0,0.226221,0,0,3500.0,0,791.7735
No,42,0,0.055185000000000005,0,0,3750.0,0,206.94375000000002
No,61,1,2582.0,2,0,6452.263399231191,2,16659744.096814936
No,36,0,2.51227,0,0,325.0,0,816.48775
No,67,0,0.303271,0,0,6175.0,1,1872.698425
No,59,0,0.212889,0,0,20000.0,0,4257.78
No,53,0,0.39901,0,0,10500.0,1,4189.605
No,62,0,0.491101,0,0,15000.0,2,7366.515
No,69,0,0.00275,0,0,8000.0,0,22.0
No,50,0,0.380643,0,0,5072.0,2,1930.621296
No,33,0,0.133743,0,0,1300.0,0,173.8659
No,81,0,0.009128,0,0,3395.0,0,30.98956
No,31,4,0.060705999999999996,0,0,5155.0,1,312.93942999999996
No,50,0,0.17781,0,0,8300.0,3,1475.8229999999999
No,29,0,0.873503,0,2,1920.0,0,1677.1257600000001
No,62,0,0.44947700000000007,0,0,6600.0,0,2966.5482000000006
No,48,0,1230.0,0,0,6452.263399231191,3,7936283.981054366
No,41,1,0.015623,0,0,9600.0,3,149.9808
No,53,0,0.330495,0,0,7046.0,0,2328.66777
No,82,0,0.0046240000000000005,0,0,4973.0,0,22.995152
No,64,0,3107.0,0,0,0.0,0,0.0
No,66,0,0.716823,0,0,4166.0,0,2986.284618
No,69,0,15.0,0,0,6452.263399231191,0,96783.95098846787
No,80,0,0.0,0,0,3925.0,1,0.0
No,71,1,4942.0,1,0,6452.263399231191,0,31887085.719000548
No,62,0,0.434237,0,0,11320.0,0,4915.56284
No,44,0,0.516976,0,0,4800.0,0,2481.4848
No,25,1,0.0,0,0,820.0,0,0.0
No,31,0,1663.0,0,0,6452.263399231191,2,10730114.03292147
No,50,0,87.0,0,0,6452.263399231191,0,561346.9157331137
No,27,0,0.14089400000000002,0,0,4584.0,1,645.858096
No,51,0,0.34686,0,0,17199.0,1,5965.64514
No,38,0,0.8360360000000001,0,0,4500.0,2,3762.1620000000007
No,65,0,0.30490500000000004,0,0,3200.0,0,975.6960000000001
No,66,0,0.6355149999999999,0,0,7500.0,1,4766.362499999999
No,38,1,0.8245600000000001,0,0,11416.0,1,9413.17696
No,52,0,3617.0,0,0,6452.263399231191,0,23337836.71501922
No,55,0,0.018326,0,0,2400.0,0,43.9824
No,89,0,0.0007740000000000001,0,0,5166.0,0,3.9984840000000004
No,48,0,0.827039,0,1,6804.0,1,5627.173356
No,66,0,0.17158299999999999,0,0,10000.0,0,1715.83
No,60,0,0.489555,0,0,1100.0,0,538.5105
No,59,0,4050.0,0,0,6452.263399231191,3,26131666.766886324
No,51,0,0.346371,0,0,15416.0,2,5339.655336
No,30,0,0.420087,0,0,6700.0,1,2814.5829
No,51,0,0.4001,0,0,16000.0,2,6401.6
No,52,0,0.761238,0,0,5071.0,1,3860.237898
No,73,0,0.182954,0,0,4000.0,0,731.816
No,25,0,27.0,0,0,6452.263399231191,0,174211.11177924217
No,77,0,0.002671,0,0,1122.0,0,2.996862
No,23,0,0.11703399999999999,0,0,862.0,0,100.88330799999999
No,24,0,0.0,0,0,3100.0,0,0.0
No,31,0,0.514125,0,0,10300.0,0,5295.4875
No,45,0,1.409716,0,0,6833.0,0,9632.589428
No,62,0,0.032639,1,0,1776.0,0,57.966864
No,34,0,0.558412,0,0,3500.0,0,1954.442
No,47,0,0.583696,0,0,7813.0,1,4560.416848
No,64,0,419.0,0,0,6452.263399231191,0,2703498.364277869
No,49,0,10.0,0,0,6452.263399231191,0,64522.63399231191
No,47,0,0.028497,0,0,10000.0,5,284.97
No,41,0,0.00108,0,0,8333.0,0,8.99964
No,59,0,1743.0,0,0,6452.263399231191,0,11246295.104859967
No,51,0,0.069114,0,0,4166.0,3,287.928924
No,66,0,0.758121,0,0,2000.0,1,1516.2420000000002
No,63,0,639.0,0,0,6452.263399231191,1,4122996.3121087314
No,78,0,10.0,0,0,6452.263399231191,0,64522.63399231191
No,56,0,0.26272199999999996,0,0,55000.0,1,14449.709999999997
No,32,0,0.274723,0,0,4600.0,0,1263.7258
No,40,0,0.12080899999999999,0,0,3310.0,1,399.87778999999995
No,59,0,0.0012,0,0,5000.0,0,5.999999999999999
No,67,1,1295.0,1,0,6452.263399231191,3,8355681.102004393
No,49,0,2883.0,0,0,0.0,1,0.0
No,48,0,0.42582200000000003,0,0,12260.0,4,5220.57772
No,40,0,509.0,0,0,6452.263399231191,0,3284202.070208676
No,32,0,0.716513,0,0,2500.0,0,1791.2824999999998
No,52,0,0.15048499999999998,0,0,10000.0,3,1504.85
No,34,0,0.357757,0,0,6400.0,0,2289.6448
No,44,0,0.23494099999999998,0,0,4000.0,0,939.7639999999999
No,26,0,0.0,0,0,2400.0,0,0.0
No,43,0,0.159027,0,0,5300.0,1,842.8431
No,24,0,0.135388,0,0,4800.0,2,649.8624000000001
No,70,0,24.0,0,0,6452.263399231191,0,154854.3215815486
No,87,0,140.0,0,0,6452.263399231191,0,903316.8758923667
No,42,0,0.105621,0,0,17666.0,0,1865.9005860000002
